Filename,Storm,Storm_ID,Storm_Datetime,Storm_Epoch,Lat,Lon,Intensity_ms,MSLP_hPa,TC_Category,Observation_Variables,Observation_Groups,Group_Counts_JSON
HRDOBS_MATTHEW14L.201610051200_AI_READY.hdf5,MATTHEW,MATTHEW14L,2016-10-05T12:00:00Z,1475668800, 11.50, -84.90,54.01662063598633,962.0,HU,"az, clat, clon, elev, ght, lat, lon, p, pmin, q, qerr, rmw, rr, rvel, rvelerr, sfcdir, sfcp, sfcspd, spd, spderr, t, terr, time, u, uerr, v, verr, vmax, w, werr","dropsonde_ghawk, dropsonde_noaa43, dropsonde_noaa49, dropsonde_usaf, flight_level_hdobs_noaa43, flight_level_hdobs_noaa49, flight_level_hdobs_usaf, sfmr_noaa43, sfmr_usaf, tdr_noaa43, tdr_noaa49, track_best_track, track_spline_track, track_vortex_message","{""dropsonde_ghawk"": 184, ""dropsonde_noaa43"": 417, ""dropsonde_noaa49"": 1237, ""dropsonde_usaf"": 250, ""flight_level_hdobs_noaa43"": 586, ""flight_level_hdobs_noaa49"": 226, ""flight_level_hdobs_usaf"": 607, ""sfmr_noaa43"": 292, ""sfmr_usaf"": 514, ""tdr_noaa43"": 42968, ""tdr_noaa49"": 8057, ""track_best_track"": 3, ""track_spline_track"": 366, ""track_vortex_message"": 7}"
HRDOBS_NICOLE15L.201610130000_AI_READY.hdf5,NICOLE,NICOLE15L,2016-10-13T00:00:00Z,1476316800, 19.60, -76.50,59.16106033325195,954.0,HU,"clat, clon, ght, lat, lon, p, pmin, q, qerr, rmw, rr, sfcdir, sfcp, sfcspd, spd, spderr, t, terr, time, u, uerr, v, verr, vmax","dropsonde_usaf, flight_level_hdobs_usaf, sfmr_usaf, track_best_track, track_spline_track, track_vortex_message","{""dropsonde_usaf"": 211, ""flight_level_hdobs_usaf"": 566, ""sfmr_usaf"": 392, ""track_best_track"": 3, ""track_spline_track"": 362, ""track_vortex_message"": 2}"
HRDOBS_MATTHEW14L.201610041200_AI_READY.hdf5,MATTHEW,MATTHEW14L,2016-10-04T12:00:00Z,1475582400,  8.50, -84.30,64.30549621582031,937.0,HU,"clat, clon, ght, lat, lon, p, pmin, q, qerr, rmw, rr, sfcdir, sfcp, sfcspd, spd, spderr, t, terr, time, u, uerr, v, verr, vmax","dropsonde_usaf, flight_level_hdobs_usaf, sfmr_usaf, track_best_track, track_spline_track, track_vortex_message","{""dropsonde_usaf"": 77, ""flight_level_hdobs_usaf"": 565, ""sfmr_usaf"": 474, ""track_best_track"": 4, ""track_spline_track"": 362, ""track_vortex_message"": 2}"
HRDOBS_NICOLE15L.201610131200_AI_READY.hdf5,NICOLE,NICOLE15L,2016-10-13T12:00:00Z,1476360000, 21.60, -75.10,56.58884048461914,956.0,HU,"clat, clon, ght, lat, lon, p, pmin, q, qerr, rmw, rr, sfcdir, sfcp, sfcspd, spd, spderr, t, terr, time, u, uerr, v, verr, vmax","dropsonde_usaf, flight_level_hdobs_usaf, sfmr_usaf, track_best_track, track_spline_track, track_vortex_message","{""dropsonde_usaf"": 183, ""flight_level_hdobs_usaf"": 439, ""sfmr_usaf"": 218, ""track_best_track"": 4, ""track_spline_track"": 361, ""track_vortex_message"": 2}"
HRDOBS_MATTHEW14L.201610040000_AI_READY.hdf5,MATTHEW,MATTHEW14L,2016-10-04T00:00:00Z,1475539200,  6.60, -84.60,66.87771606445312,934.0,HU,"az, clat, clon, elev, ght, lat, lon, p, pmin, q, qerr, rmw, rr, rvel, rvelerr, sfcdir, sfcp, sfcspd, spd, spderr, t, terr, time, u, uerr, v, verr, vmax, w, werr","dropsonde_noaa49, dropsonde_usaf, flight_level_hdobs_noaa49, flight_level_hdobs_usaf, sfmr_usaf, tdr_noaa49, track_best_track, track_spline_track, track_vortex_message","{""dropsonde_noaa49"": 2803, ""dropsonde_usaf"": 235, ""flight_level_hdobs_noaa49"": 407, ""flight_level_hdobs_usaf"": 698, ""sfmr_usaf"": 530, ""tdr_noaa49"": 8714, ""track_best_track"": 3, ""track_spline_track"": 363, ""track_vortex_message"": 3}"
HRDOBS_MATTHEW14L.201610050000_AI_READY.hdf5,MATTHEW,MATTHEW14L,2016-10-05T00:00:00Z,1475625600, 10.10, -84.30,59.16106033325195,949.0,HU,"clat, clon, ght, lat, lon, p, pmin, q, qerr, rmw, rr, sfcdir, sfcp, sfcspd, spd, spderr, t, terr, time, u, uerr, v, verr, vmax, w, werr","dropsonde_noaa49, dropsonde_usaf, flight_level_hdobs_noaa49, flight_level_hdobs_usaf, sfmr_usaf, track_best_track, track_spline_track, track_vortex_message","{""dropsonde_noaa49"": 1168, ""dropsonde_usaf"": 86, ""flight_level_hdobs_noaa49"": 319, ""flight_level_hdobs_usaf"": 620, ""sfmr_usaf"": 478, ""track_best_track"": 3, ""track_spline_track"": 364, ""track_vortex_message"": 2}"
HRDOBS_NICOLE15L.201610121200_AI_READY.hdf5,NICOLE,NICOLE15L,2016-10-12T12:00:00Z,1476273600, 18.00, -76.90,48.8721809387207,969.0,HU,"clat, clon, ght, lat, lon, p, pmin, q, qerr, rmw, rr, sfcdir, sfcp, sfcspd, spd, spderr, t, terr, time, u, uerr, v, verr, vmax","dropsonde_usaf, flight_level_hdobs_usaf, sfmr_usaf, track_best_track, track_spline_track, track_vortex_message","{""dropsonde_usaf"": 125, ""flight_level_hdobs_usaf"": 539, ""sfmr_usaf"": 492, ""track_best_track"": 3, ""track_spline_track"": 362, ""track_vortex_message"": 2}"
HRDOBS_EARL05L.201608060000_AI_READY.hdf5,EARL,EARL05L,2016-08-06T00:00:00Z,1470441600,  8.80,-105.60,25.722200393676758,999.0,TS,"clat, clon, ght, lat, lon, p, pmin, q, qerr, rmw, rr, sfcdir, sfcp, sfcspd, spd, spderr, t, terr, time, u, uerr, v, verr, vmax","dropsonde_usaf, flight_level_hdobs_usaf, sfmr_usaf, track_best_track, track_spline_track, track_vortex_message","{""dropsonde_usaf"": 20, ""flight_level_hdobs_usaf"": 259, ""sfmr_usaf"": 227, ""track_best_track"": 4, ""track_spline_track"": 257, ""track_vortex_message"": 1}"
HRDOBS_JAVIER11E.201608091200_AI_READY.hdf5,JAVIER,JAVIER11E,2016-08-09T12:00:00Z,1470744000, 13.40,-120.80,15.433320045471191,1005.0,TD,"az, clat, clon, elev, ght, lat, lon, p, pmin, q, qerr, rmw, rr, rvel, rvelerr, sfcdir, sfcp, sfcspd, spd, spderr, t, terr, time, u, uerr, v, verr, vmax","dropsonde_noaa43, flight_level_hdobs_noaa43, sfmr_noaa43, tdr_noaa43, track_best_track, track_spline_track, track_vortex_message","{""dropsonde_noaa43"": 124, ""flight_level_hdobs_noaa43"": 336, ""sfmr_noaa43"": 146, ""tdr_noaa43"": 13294, ""track_best_track"": 3, ""track_spline_track"": 180, ""track_vortex_message"": 1}"
HRDOBS_JAVIER11E.201608090000_AI_READY.hdf5,JAVIER,JAVIER11E,2016-08-09T00:00:00Z,1470700800, 12.30,-119.60,25.722200393676758,999.0,TS,"az, clat, clon, elev, ght, lat, lon, p, pmin, q, qerr, rmw, rr, rvel, rvelerr, sfcdir, sfcp, sfcspd, spd, spderr, t, terr, time, u, uerr, v, verr, vmax","dropsonde_noaa43, flight_level_hdobs_noaa43, flight_level_hdobs_usaf, sfmr_noaa43, tdr_noaa43, track_best_track, track_spline_track, track_vortex_message","{""dropsonde_noaa43"": 149, ""flight_level_hdobs_noaa43"": 694, ""flight_level_hdobs_usaf"": 16, ""sfmr_noaa43"": 400, ""tdr_noaa43"": 31938, ""track_best_track"": 4, ""track_spline_track"": 363, ""track_vortex_message"": 2}"
HRDOBS_HERMINE09L.201609011200_AI_READY.hdf5,HERMINE,HERMINE09L,2016-09-01T12:00:00Z,1472731200, 17.00, -96.20,30.866640090942383,991.0,TS,"az, clat, clon, elev, ght, lat, lon, p, pmin, q, qerr, rmw, rr, rvel, rvelerr, sfcdir, sfcp, sfcspd, spd, spderr, t, terr, time, u, uerr, v, verr, vmax, w, werr","dropsonde_ghawk, dropsonde_noaa43, dropsonde_usaf, flight_level_hdobs_noaa43, flight_level_hdobs_usaf, sfmr_noaa43, sfmr_usaf, tdr_noaa43, track_best_track, track_spline_track, track_vortex_message","{""dropsonde_ghawk"": 6935, ""dropsonde_noaa43"": 67, ""dropsonde_usaf"": 11, ""flight_level_hdobs_noaa43"": 397, ""flight_level_hdobs_usaf"": 192, ""sfmr_noaa43"": 304, ""sfmr_usaf"": 126, ""tdr_noaa43"": 53965, ""track_best_track"": 3, ""track_spline_track"": 363, ""track_vortex_message"": 3}"
HRDOBS_EIGHT08L.201608291800_AI_READY.hdf5,EIGHT,EIGHT08L,2016-08-29T18:00:00Z,1472493600, 23.40, -83.80,15.433320045471191,1012.0,TD,"az, clat, clon, elev, ght, lat, lon, p, pmin, q, qerr, rmw, rr, rvel, rvelerr, spd, spderr, t, terr, time, u, uerr, v, verr, vmax","dropsonde_usaf, flight_level_hdobs_noaa43, flight_level_hdobs_usaf, sfmr_noaa43, sfmr_usaf, tdr_noaa43, track_best_track, track_spline_track","{""dropsonde_usaf"": 52, ""flight_level_hdobs_noaa43"": 120, ""flight_level_hdobs_usaf"": 580, ""sfmr_noaa43"": 82, ""sfmr_usaf"": 537, ""tdr_noaa43"": 14527, ""track_best_track"": 3, ""track_spline_track"": 364}"
HRDOBS_EIGHT08L.201608281800_AI_READY.hdf5,EIGHT,EIGHT08L,2016-08-28T18:00:00Z,1472407200, 21.60, -80.70,15.433320045471191,1010.0,TD,"az, clat, clon, elev, ght, lat, lon, p, pmin, q, qerr, rmw, rr, rvel, rvelerr, spd, spderr, t, terr, time, u, uerr, v, verr, vmax","dropsonde_usaf, flight_level_hdobs_noaa43, flight_level_hdobs_usaf, sfmr_usaf, tdr_noaa43, track_best_track, track_spline_track","{""dropsonde_usaf"": 97, ""flight_level_hdobs_noaa43"": 20, ""flight_level_hdobs_usaf"": 620, ""sfmr_usaf"": 543, ""tdr_noaa43"": 25410, ""track_best_track"": 3, ""track_spline_track"": 362}"
HRDOBS_EIGHT08L.201608290600_AI_READY.hdf5,EIGHT,EIGHT08L,2016-08-29T06:00:00Z,1472450400, 22.40, -82.70,15.433320045471191,1010.0,TD,"az, clat, clon, elev, ght, lat, lon, p, pmin, q, qerr, rmw, rr, rvel, rvelerr, spd, spderr, t, terr, time, u, uerr, v, verr, vmax","flight_level_hdobs_noaa43, sfmr_noaa43, tdr_noaa43, track_best_track, track_spline_track","{""flight_level_hdobs_noaa43"": 100, ""sfmr_noaa43"": 63, ""tdr_noaa43"": 12336, ""track_best_track"": 3, ""track_spline_track"": 361}"
HRDOBS_NINE09L.201608301200_AI_READY.hdf5,NINE,NINE09L,2016-08-30T12:00:00Z,1472558400, 13.90, -96.90,15.433320045471191,1003.0,TD,"az, clat, clon, elev, ght, lat, lon, p, pmin, q, qerr, rmw, rr, rvel, rvelerr, spd, spderr, t, terr, time, u, uerr, v, verr, vmax, w, werr","dropsonde_ghawk, dropsonde_noaa43, flight_level_hdobs_noaa43, sfmr_noaa43, tdr_noaa43, track_best_track","{""dropsonde_ghawk"": 6635, ""dropsonde_noaa43"": 87, ""flight_level_hdobs_noaa43"": 358, ""sfmr_noaa43"": 295, ""tdr_noaa43"": 35947, ""track_best_track"": 3}"
HRDOBS_NINE09L.201608300000_AI_READY.hdf5,NINE,NINE09L,2016-08-30T00:00:00Z,1472515200, 13.90, -95.30,15.433320045471191,1003.0,TD,"az, clat, clon, elev, ght, lat, lon, p, pmin, q, qerr, rmw, rr, rvel, rvelerr, spd, spderr, t, terr, time, u, uerr, v, verr, vmax, w, werr","dropsonde_ghawk, dropsonde_noaa43, flight_level_hdobs_noaa43, flight_level_hdobs_usaf, sfmr_noaa43, tdr_noaa43, track_best_track","{""dropsonde_ghawk"": 359, ""dropsonde_noaa43"": 153, ""flight_level_hdobs_noaa43"": 447, ""flight_level_hdobs_usaf"": 60, ""sfmr_noaa43"": 403, ""tdr_noaa43"": 10986, ""track_best_track"": 3}"
HRDOBS_FOUR04L.201606200600_AI_READY.hdf5,FOUR,FOUR04L,2016-06-20T06:00:00Z,1466402400, 10.10,-105.70,18.005538940429688,1008.0,TS,"clat, clon, ght, lat, lon, p, pmin, q, qerr, rmw, rr, spd, spderr, t, terr, time, u, uerr, v, verr, vmax","dropsonde_usaf, flight_level_hdobs_usaf, sfmr_usaf, track_best_track","{""dropsonde_usaf"": 48, ""flight_level_hdobs_usaf"": 600, ""sfmr_usaf"": 293, ""track_best_track"": 3}"
HRDOBS_MATTHEW14L.201609301200_AI_READY.hdf5,MATTHEW,MATTHEW14L,2016-09-30T12:00:00Z,1475236800,  3.80, -80.40,51.444400787353516,968.0,HU,"clat, clon, ght, lat, lon, p, pmin, q, qerr, rmw, rr, sfcdir, sfcp, sfcspd, spd, spderr, t, terr, time, u, uerr, v, verr, vmax","dropsonde_usaf, flight_level_hdobs_usaf, sfmr_usaf, track_best_track, track_spline_track, track_vortex_message","{""dropsonde_usaf"": 143, ""flight_level_hdobs_usaf"": 629, ""sfmr_usaf"": 560, ""track_best_track"": 3, ""track_spline_track"": 363, ""track_vortex_message"": 2}"
HRDOBS_NICOLE15L.201610051200_AI_READY.hdf5,NICOLE,NICOLE15L,2016-10-05T12:00:00Z,1475668800, 14.70, -72.50,23.149980545043945,1001.0,TS,"az, clat, clon, elev, ght, lat, lon, p, pmin, q, qerr, rmw, rr, rvel, rvelerr, spd, spderr, t, terr, time, u, uerr, v, verr, vmax, w, werr","dropsonde_ghawk, dropsonde_noaa49, dropsonde_usaf, flight_level_hdobs_noaa49, flight_level_hdobs_usaf, sfmr_usaf, tdr_noaa43, tdr_noaa49, track_best_track","{""dropsonde_ghawk"": 744, ""dropsonde_noaa49"": 166, ""dropsonde_usaf"": 27, ""flight_level_hdobs_noaa49"": 46, ""flight_level_hdobs_usaf"": 107, ""sfmr_usaf"": 94, ""tdr_noaa43"": 42968, ""tdr_noaa49"": 8057, ""track_best_track"": 3}"
HRDOBS_MATTHEW14L.201610091800_AI_READY.hdf5,MATTHEW,MATTHEW14L,2016-10-09T18:00:00Z,1476036000, 25.20, -82.90,30.866640090942383,987.0,EX,"clat, clon, ght, lat, lon, p, pmin, q, qerr, rmw, t, terr, time, u, uerr, v, verr, vmax, w, werr","dropsonde_ghawk, track_best_track","{""dropsonde_ghawk"": 5504, ""track_best_track"": 3}"
HRDOBS_MATTHEW14L.201610090600_AI_READY.hdf5,MATTHEW,MATTHEW14L,2016-10-09T06:00:00Z,1475992800, 24.80, -85.80,36.011077880859375,983.0,HU,"clat, clon, ght, lat, lon, p, pmin, q, qerr, rmw, rr, sfcdir, sfcp, sfcspd, spd, spderr, t, terr, time, u, uerr, v, verr, vmax","dropsonde_usaf, flight_level_hdobs_usaf, sfmr_usaf, track_best_track, track_spline_track, track_vortex_message","{""dropsonde_usaf"": 59, ""flight_level_hdobs_usaf"": 430, ""sfmr_usaf"": 321, ""track_best_track"": 3, ""track_spline_track"": 362, ""track_vortex_message"": 3}"
HRDOBS_HERMINE09L.201609060600_AI_READY.hdf5,HERMINE,HERMINE09L,2016-09-06T06:00:00Z,1473141600, 29.60, -81.30,25.722200393676758,996.0,EX,"clat, clon, ght, lat, lon, p, pmin, q, qerr, rmw, rr, sfcdir, sfcp, sfcspd, spd, spderr, t, terr, time, u, uerr, v, verr, vmax","dropsonde_usaf, flight_level_hdobs_usaf, sfmr_usaf, track_best_track, track_spline_track, track_vortex_message","{""dropsonde_usaf"": 78, ""flight_level_hdobs_usaf"": 252, ""sfmr_usaf"": 157, ""track_best_track"": 3, ""track_spline_track"": 138, ""track_vortex_message"": 3}"
HRDOBS_NEWTON15E.201609051800_AI_READY.hdf5,NEWTON,NEWTON15E,2016-09-05T18:00:00Z,1473098400,  9.70,-117.60,33.43885803222656,988.0,HU,"clat, clon, ght, lat, lon, p, pmin, q, qerr, rmw, rr, spd, spderr, t, terr, time, u, uerr, v, verr, vmax","dropsonde_usaf, flight_level_hdobs_usaf, sfmr_usaf, track_best_track, track_spline_track","{""dropsonde_usaf"": 31, ""flight_level_hdobs_usaf"": 379, ""sfmr_usaf"": 232, ""track_best_track"": 3, ""track_spline_track"": 362}"
HRDOBS_KARL12L.201609210600_AI_READY.hdf5,KARL,KARL12L,2016-09-21T06:00:00Z,1474437600, 10.00, -67.00,15.433320045471191,1006.0,TD,"az, clat, clon, elev, ght, lat, lon, p, pmin, q, qerr, rmw, rr, rvel, rvelerr, spd, spderr, t, terr, time, u, uerr, v, verr, vmax, w, werr","dropsonde_noaa43, flight_level_hdobs_noaa43, sfmr_noaa43, tdr_noaa43, track_best_track, track_spline_track","{""dropsonde_noaa43"": 424, ""flight_level_hdobs_noaa43"": 360, ""sfmr_noaa43"": 327, ""tdr_noaa43"": 5332, ""track_best_track"": 3, ""track_spline_track"": 362}"
HRDOBS_KARL12L.201609201800_AI_READY.hdf5,KARL,KARL12L,2016-09-20T18:00:00Z,1474394400, 10.00, -64.70,18.005538940429688,1006.0,TS,"az, clat, clon, elev, ght, lat, lon, p, pmin, q, qerr, rmw, rr, rvel, rvelerr, spd, spderr, t, terr, time, u, uerr, v, verr, vmax, w, werr","dropsonde_noaa43, dropsonde_noaa49, flight_level_hdobs_noaa43, flight_level_hdobs_noaa49, sfmr_noaa43, tdr_noaa43, tdr_noaa49, track_best_track, track_spline_track","{""dropsonde_noaa43"": 122, ""dropsonde_noaa49"": 1496, ""flight_level_hdobs_noaa43"": 380, ""flight_level_hdobs_noaa49"": 440, ""sfmr_noaa43"": 349, ""tdr_noaa43"": 8088, ""tdr_noaa49"": 3371, ""track_best_track"": 3, ""track_spline_track"": 362}"
HRDOBS_KARL12L.201609211800_AI_READY.hdf5,KARL,KARL12L,2016-09-21T18:00:00Z,1474480800, 11.40, -68.00,15.433320045471191,1007.0,TD,"az, clat, clon, elev, ght, lat, lon, p, pmin, q, qerr, rmw, rvel, rvelerr, t, terr, time, u, uerr, v, verr, vmax, w, werr","dropsonde_noaa49, flight_level_hdobs_noaa49, tdr_noaa49, track_best_track, track_spline_track","{""dropsonde_noaa49"": 1987, ""flight_level_hdobs_noaa49"": 500, ""tdr_noaa49"": 4604, ""track_best_track"": 3, ""track_spline_track"": 361}"
HRDOBS_COLIN03L.201606071200_AI_READY.hdf5,COLIN,COLIN03L,2016-06-07T12:00:00Z,1465300800, 23.40, -88.20,23.149980545043945,1000.0,EX,"clat, clon, ght, lat, lon, p, pmin, q, qerr, rmw, rr, spd, spderr, t, terr, time, u, uerr, v, verr, vmax","flight_level_hdobs_usaf, sfmr_usaf, track_best_track","{""flight_level_hdobs_usaf"": 133, ""sfmr_usaf"": 121, ""track_best_track"": 3}"
HRDOBS_MATTHEW14L.201610030600_AI_READY.hdf5,MATTHEW,MATTHEW14L,2016-10-03T06:00:00Z,1475474400,  4.90, -85.00,64.30549621582031,942.0,HU,"clat, clon, ght, lat, lon, p, pmin, q, qerr, rmw, rr, sfcdir, sfcp, sfcspd, spd, spderr, t, terr, time, u, uerr, v, verr, vmax","dropsonde_usaf, flight_level_hdobs_usaf, sfmr_usaf, track_best_track, track_spline_track, track_vortex_message","{""dropsonde_usaf"": 149, ""flight_level_hdobs_usaf"": 360, ""sfmr_usaf"": 269, ""track_best_track"": 3, ""track_spline_track"": 363, ""track_vortex_message"": 3}"
HRDOBS_LISA13L.201609241800_AI_READY.hdf5,LISA,LISA13L,2016-09-24T18:00:00Z,1474740000,,,NaN,NaN,NaN,,,{}
HRDOBS_MATTHEW14L.201610031800_AI_READY.hdf5,MATTHEW,MATTHEW14L,2016-10-03T18:00:00Z,1475517600,  5.90, -84.90,64.30549621582031,938.0,HU,"clat, clon, ght, lat, lon, p, pmin, q, qerr, rmw, rr, sfcdir, sfcp, sfcspd, spd, spderr, t, terr, time, u, uerr, v, verr, vmax, w, werr","dropsonde_noaa49, dropsonde_usaf, flight_level_hdobs_noaa43, flight_level_hdobs_noaa49, flight_level_hdobs_usaf, sfmr_noaa43, sfmr_usaf, track_best_track, track_spline_track, track_vortex_message","{""dropsonde_noaa49"": 1292, ""dropsonde_usaf"": 88, ""flight_level_hdobs_noaa43"": 309, ""flight_level_hdobs_noaa49"": 220, ""flight_level_hdobs_usaf"": 370, ""sfmr_noaa43"": 194, ""sfmr_usaf"": 315, ""track_best_track"": 3, ""track_spline_track"": 363, ""track_vortex_message"": 2}"
HRDOBS_MATTHEW14L.201610021800_AI_READY.hdf5,MATTHEW,MATTHEW14L,2016-10-02T18:00:00Z,1475431200,  4.30, -84.70,69.44993591308594,945.0,HU,"az, clat, clon, elev, ght, lat, lon, p, pmin, q, qerr, rmw, rr, rvel, rvelerr, sfcdir, sfcp, sfcspd, spd, spderr, t, terr, time, u, uerr, v, verr, vmax, w, werr","dropsonde_noaa49, dropsonde_usaf, flight_level_hdobs_noaa49, flight_level_hdobs_usaf, sfmr_usaf, tdr_noaa49, track_best_track, track_spline_track, track_vortex_message","{""dropsonde_noaa49"": 1985, ""dropsonde_usaf"": 104, ""flight_level_hdobs_noaa49"": 240, ""flight_level_hdobs_usaf"": 338, ""sfmr_usaf"": 247, ""tdr_noaa49"": 11337, ""track_best_track"": 3, ""track_spline_track"": 365, ""track_vortex_message"": 1}"
HRDOBS_EIGHT08L.201608290000_AI_READY.hdf5,EIGHT,EIGHT08L,2016-08-29T00:00:00Z,1472428800, 22.00, -81.70,15.433320045471191,1010.0,TD,"az, clat, clon, elev, ght, lat, lon, p, pmin, q, qerr, rmw, rr, rvel, rvelerr, spd, spderr, t, terr, time, u, uerr, v, verr, vmax","flight_level_hdobs_noaa43, flight_level_hdobs_usaf, sfmr_noaa43, sfmr_usaf, tdr_noaa43, track_best_track, track_spline_track","{""flight_level_hdobs_noaa43"": 60, ""flight_level_hdobs_usaf"": 97, ""sfmr_noaa43"": 45, ""sfmr_usaf"": 71, ""tdr_noaa43"": 15460, ""track_best_track"": 3, ""track_spline_track"": 362}"
HRDOBS_NINE09L.201608300600_AI_READY.hdf5,NINE,NINE09L,2016-08-30T06:00:00Z,1472536800, 13.70, -96.40,15.433320045471191,1003.0,TD,"az, clat, clon, elev, ght, lat, lon, p, pmin, q, qerr, rmw, rr, rvel, rvelerr, spd, spderr, t, terr, time, u, uerr, v, verr, vmax, w, werr","dropsonde_ghawk, dropsonde_noaa43, flight_level_hdobs_noaa43, flight_level_hdobs_usaf, sfmr_noaa43, tdr_noaa43, track_best_track","{""dropsonde_ghawk"": 5820, ""dropsonde_noaa43"": 79, ""flight_level_hdobs_noaa43"": 580, ""flight_level_hdobs_usaf"": 324, ""sfmr_noaa43"": 509, ""tdr_noaa43"": 37703, ""track_best_track"": 3}"
HRDOBS_EIGHT08L.201608291200_AI_READY.hdf5,EIGHT,EIGHT08L,2016-08-29T12:00:00Z,1472472000, 23.00, -83.20,15.433320045471191,1011.0,TD,"az, clat, clon, elev, ght, lat, lon, p, pmin, q, qerr, rmw, rr, rvel, rvelerr, spd, spderr, t, terr, time, u, uerr, v, verr, vmax","dropsonde_usaf, flight_level_hdobs_noaa43, flight_level_hdobs_usaf, sfmr_noaa43, sfmr_usaf, tdr_noaa43, track_best_track, track_spline_track","{""dropsonde_usaf"": 38, ""flight_level_hdobs_noaa43"": 140, ""flight_level_hdobs_usaf"": 539, ""sfmr_noaa43"": 61, ""sfmr_usaf"": 322, ""tdr_noaa43"": 15294, ""track_best_track"": 3, ""track_spline_track"": 362}"
HRDOBS_NINE09L.201608301800_AI_READY.hdf5,NINE,NINE09L,2016-08-30T18:00:00Z,1472580000, 14.30, -97.10,15.433320045471191,1003.0,TD,"az, clat, clon, elev, ght, lat, lon, p, pmin, q, qerr, rmw, rr, rvel, rvelerr, spd, spderr, t, terr, time, u, uerr, v, verr, vmax, w, werr","dropsonde_ghawk, dropsonde_noaa43, dropsonde_usaf, flight_level_hdobs_noaa43, flight_level_hdobs_usaf, sfmr_noaa43, tdr_noaa43, track_best_track","{""dropsonde_ghawk"": 933, ""dropsonde_noaa43"": 53, ""dropsonde_usaf"": 16, ""flight_level_hdobs_noaa43"": 640, ""flight_level_hdobs_usaf"": 284, ""sfmr_noaa43"": 556, ""tdr_noaa43"": 28184, ""track_best_track"": 3}"
HRDOBS_JULIA11L.201609151800_AI_READY.hdf5,JULIA,JULIA11L,2016-09-15T18:00:00Z,1473962400, 22.10, -87.50,20.5777587890625,1007.0,TS,"clat, clon, ght, lat, lon, p, pmin, q, qerr, rmw, rr, sfcdir, sfcp, sfcspd, spd, spderr, t, terr, time, u, uerr, v, verr, vmax","dropsonde_usaf, flight_level_hdobs_usaf, sfmr_usaf, track_best_track, track_spline_track, track_vortex_message","{""dropsonde_usaf"": 47, ""flight_level_hdobs_usaf"": 520, ""sfmr_usaf"": 343, ""track_best_track"": 3, ""track_spline_track"": 361, ""track_vortex_message"": 3}"
HRDOBS_HERMINE09L.201609010600_AI_READY.hdf5,HERMINE,HERMINE09L,2016-09-01T06:00:00Z,1472709600, 16.00, -97.00,28.29442024230957,995.0,TS,"az, clat, clon, elev, ght, lat, lon, p, pmin, q, qerr, rmw, rr, rvel, rvelerr, sfcdir, sfcp, sfcspd, spd, spderr, t, terr, time, u, uerr, v, verr, vmax, w, werr","dropsonde_ghawk, dropsonde_noaa43, flight_level_hdobs_noaa43, sfmr_noaa43, tdr_noaa43, track_best_track, track_spline_track, track_vortex_message","{""dropsonde_ghawk"": 1801, ""dropsonde_noaa43"": 164, ""flight_level_hdobs_noaa43"": 640, ""sfmr_noaa43"": 510, ""tdr_noaa43"": 45745, ""track_best_track"": 3, ""track_spline_track"": 364, ""track_vortex_message"": 3}"
HRDOBS_HERMINE09L.201609011800_AI_READY.hdf5,HERMINE,HERMINE09L,2016-09-01T18:00:00Z,1472752800, 18.00, -95.40,33.43885803222656,988.0,HU,"az, clat, clon, elev, ght, lat, lon, p, pmin, q, qerr, rmw, rr, rvel, rvelerr, sfcdir, sfcp, sfcspd, spd, spderr, t, terr, time, u, uerr, v, verr, vmax, w, werr","dropsonde_ghawk, dropsonde_noaa43, dropsonde_usaf, flight_level_hdobs_noaa43, flight_level_hdobs_usaf, sfmr_noaa43, sfmr_usaf, tdr_noaa43, track_best_track, track_spline_track, track_vortex_message","{""dropsonde_ghawk"": 5333, ""dropsonde_noaa43"": 124, ""dropsonde_usaf"": 71, ""flight_level_hdobs_noaa43"": 240, ""flight_level_hdobs_usaf"": 694, ""sfmr_noaa43"": 92, ""sfmr_usaf"": 547, ""tdr_noaa43"": 20045, ""track_best_track"": 3, ""track_spline_track"": 365, ""track_vortex_message"": 5}"
HRDOBS_JAVIER11E.201608081800_AI_READY.hdf5,JAVIER,JAVIER11E,2016-08-08T18:00:00Z,1470679200, 12.20,-119.30,28.29442024230957,997.0,TS,"clat, clon, ght, lat, lon, p, pmin, q, qerr, rmw, rr, sfcdir, sfcp, sfcspd, spd, spderr, t, terr, time, u, uerr, v, verr, vmax","dropsonde_usaf, flight_level_hdobs_noaa43, flight_level_hdobs_usaf, sfmr_usaf, track_best_track, track_spline_track, track_vortex_message","{""dropsonde_usaf"": 89, ""flight_level_hdobs_noaa43"": 140, ""flight_level_hdobs_usaf"": 719, ""sfmr_usaf"": 323, ""track_best_track"": 3, ""track_spline_track"": 363, ""track_vortex_message"": 2}"
